,Date,0
0,2012-11-02,1.9624100485077633
1,2012-11-09,1.9624100485077633
2,2012-11-16,1.9624100485077633
3,2012-11-23,1.9624100485077633
4,2012-11-30,1.9624100485077633
5,2012-12-07,1.9624100485077633
6,2012-12-14,1.9624100485077633
7,2012-12-21,1.9624100485077633
8,2012-12-28,1.9624100485077633
9,2013-01-04,1.9624100485077633
10,2013-01-11,1.9624100485077633
11,2013-01-18,1.9624100485077633
12,2013-01-25,1.9624100485077633
13,2013-02-01,1.9624100485077633
14,2013-02-08,1.9624100485077633
15,2013-02-15,1.9624100485077633
16,2013-02-22,1.9624100485077633
17,2013-03-01,1.9624100485077633
18,2013-03-08,1.9624100485077633
19,2013-03-15,1.9624100485077633
20,2013-03-22,1.9624100485077633
21,2013-03-29,1.9624100485077633
22,2013-04-05,1.9624100485077633
23,2013-04-12,1.9624100485077633
24,2013-04-19,1.9624100485077633
25,2013-04-26,1.9624100485077633
26,2013-05-03,1.9624100485077633
27,2013-05-10,1.9624100485077633
28,2013-05-17,1.9624100485077633
29,2013-05-24,1.9624100485077633
30,2013-05-31,1.9624100485077633
31,2013-06-07,1.9624100485077633
32,2013-06-14,1.9624100485077633
33,2013-06-21,1.9624100485077633
34,2013-06-28,1.9624100485077633
35,2013-07-05,1.9624100485077633
36,2013-07-12,1.9624100485077633
37,2013-07-19,1.9624100485077633
38,2013-07-26,1.9624100485077633
39,2012-11-02,1.9624100485077633
40,2012-11-09,1.9624100485077633
41,2012-11-16,1.9624100485077633
42,2012-11-23,1.9624100485077633
43,2012-11-30,1.9624100485077633
44,2012-12-07,1.9624100485077633
45,2012-12-14,1.9624100485077633
46,2012-12-21,1.9624100485077633
47,2012-12-28,1.9624100485077633
48,2013-01-04,1.9624100485077633
49,2013-01-11,1.9624100485077633
50,2013-01-18,1.9624100485077633
51,2013-01-25,1.9624100485077633
52,2013-02-01,1.9624100485077633
53,2013-02-08,1.9624100485077633
54,2013-02-15,1.9624100485077633
55,2013-02-22,1.9624100485077633
56,2013-03-01,1.9624100485077633
57,2013-03-08,1.9624100485077633
58,2013-03-15,1.9624100485077633
59,2013-03-22,1.9624100485077633
60,2013-03-29,1.9624100485077633
61,2013-04-05,1.9624100485077633
62,2013-04-12,1.9624100485077633
63,2013-04-19,1.9624100485077633
64,2013-04-26,1.9624100485077633
65,2013-05-03,1.9624100485077633
66,2013-05-10,1.9624100485077633
67,2013-05-17,1.9624100485077633
68,2013-05-24,1.9624100485077633
69,2013-05-31,1.9624100485077633
70,2013-06-07,1.9624100485077633
71,2013-06-14,1.9624100485077633
72,2013-06-21,1.9624100485077633
73,2013-06-28,1.9624100485077633
74,2013-07-05,1.9624100485077633
75,2013-07-12,1.9624100485077633
76,2013-07-19,1.9624100485077633
77,2013-07-26,1.9624100485077633
78,2012-11-02,1.9624100485077633
79,2012-11-09,1.9624100485077633
80,2012-11-16,1.9624100485077633
81,2012-11-23,1.9624100485077633
82,2012-11-30,1.9624100485077633
83,2012-12-07,1.9624100485077633
84,2012-12-14,1.9624100485077633
85,2012-12-21,1.9624100485077633
86,2012-12-28,1.9624100485077633
87,2013-01-04,1.9624100485077633
88,2013-01-11,1.9624100485077633
89,2013-01-18,1.9624100485077633
90,2013-01-25,1.9624100485077633
91,2013-02-01,1.9624100485077633
92,2013-02-08,1.9624100485077633
93,2013-02-15,1.9624100485077633
94,2013-02-22,1.9624100485077633
95,2013-03-01,1.9624100485077633
96,2013-03-08,1.9624100485077633
97,2013-03-15,1.9624100485077633
98,2013-03-22,1.9624100485077633
99,2013-03-29,1.9624100485077633
100,2013-04-05,1.9624100485077633
101,2013-04-12,1.9624100485077633
102,2013-04-19,1.9624100485077633
103,2013-04-26,1.9624100485077633
104,2013-05-03,1.9624100485077633
105,2013-05-10,1.9624100485077633
106,2013-05-17,1.9624100485077633
107,2013-05-24,1.9624100485077633
108,2013-05-31,1.9624100485077633
109,2013-06-07,1.9624100485077633
110,2013-06-14,1.9624100485077633
111,2013-06-21,1.9624100485077633
112,2013-06-28,1.9624100485077633
113,2013-07-05,1.9624100485077633
114,2013-07-12,1.9624100485077633
115,2013-07-19,1.9624100485077633
116,2013-07-26,1.9624100485077633
117,2012-11-02,1.9624100485077633
118,2012-11-09,1.9624100485077633
119,2012-11-16,1.9624100485077633
120,2012-11-23,1.9624100485077633
121,2012-11-30,1.9624100485077633
122,2012-12-07,1.9624100485077633
123,2012-12-14,1.9624100485077633
124,2012-12-21,1.9624100485077633
125,2012-12-28,1.9624100485077633
126,2013-01-04,1.9624100485077633
127,2013-01-11,1.9624100485077633
128,2013-01-18,1.9624100485077633
129,2013-01-25,1.9624100485077633
130,2013-02-01,1.9624100485077633
131,2013-02-08,1.9624100485077633
132,2013-02-15,1.9624100485077633
133,2013-02-22,1.9624100485077633
134,2013-03-01,1.9624100485077633
135,2013-03-08,1.9624100485077633
136,2013-03-15,1.9624100485077633
137,2013-03-22,1.9624100485077633
138,2013-03-29,1.9624100485077633
139,2013-04-05,1.9624100485077633
140,2013-04-12,1.9624100485077633
141,2013-04-19,1.9624100485077633
142,2013-04-26,1.9624100485077633
143,2013-05-03,1.9624100485077633
144,2013-05-10,1.9624100485077633
145,2013-05-17,1.9624100485077633
146,2013-05-24,1.9624100485077633
147,2013-05-31,1.9624100485077633
148,2013-06-07,1.9624100485077633
149,2013-06-14,1.9624100485077633
150,2013-06-21,1.9624100485077633
151,2013-06-28,1.9624100485077633
152,2013-07-05,1.9624100485077633
153,2013-07-12,1.9624100485077633
154,2013-07-19,1.9624100485077633
155,2013-07-26,1.9624100485077633
156,2012-11-02,1.9624100485077633
157,2012-11-09,1.9624100485077633
158,2012-11-16,1.9624100485077633
159,2012-11-23,1.9624100485077633
160,2012-11-30,1.9624100485077633
161,2012-12-07,1.9624100485077633
162,2012-12-14,1.9624100485077633
163,2012-12-21,1.9624100485077633
164,2012-12-28,1.9624100485077633
165,2013-01-04,1.9624100485077633
166,2013-01-11,1.9624100485077633
167,2013-01-18,1.9624100485077633
168,2013-01-25,1.9624100485077633
169,2013-02-01,1.9624100485077633
170,2013-02-08,1.9624100485077633
171,2013-02-15,1.9624100485077633
172,2013-02-22,1.9624100485077633
173,2013-03-01,1.9624100485077633
174,2013-03-08,1.9624100485077633
175,2013-03-15,1.9624100485077633
176,2013-03-22,1.9624100485077633
177,2013-03-29,1.9624100485077633
178,2013-04-05,1.9624100485077633
179,2013-04-12,1.9624100485077633
180,2013-04-19,1.9624100485077633
181,2013-04-26,1.9624100485077633
182,2013-05-03,1.9624100485077633
183,2013-05-10,1.9624100485077633
184,2013-05-17,1.9624100485077633
185,2013-05-24,1.9624100485077633
186,2013-05-31,1.9624100485077633
187,2013-06-07,1.9624100485077633
188,2013-06-14,1.9624100485077633
189,2013-06-21,1.9624100485077633
190,2013-06-28,1.9624100485077633
191,2013-07-05,1.9624100485077633
192,2013-07-12,1.9624100485077633
193,2013-07-19,1.9624100485077633
194,2013-07-26,1.9624100485077633
195,2012-11-02,1.9624100485077633
196,2012-11-09,1.9624100485077633
197,2012-11-16,1.9624100485077633
198,2012-11-23,1.9624100485077633
199,2012-11-30,1.9624100485077633
200,2012-12-07,1.9624100485077633
201,2012-12-14,1.9624100485077633
202,2012-12-21,1.9624100485077633
203,2012-12-28,1.9624100485077633
204,2013-01-04,1.9624100485077633
205,2013-01-11,1.9624100485077633
206,2013-01-18,1.9624100485077633
207,2013-01-25,1.9624100485077633
208,2013-02-01,1.9624100485077633
209,2013-02-08,1.9624100485077633
210,2013-02-15,1.9624100485077633
211,2013-02-22,1.9624100485077633
212,2013-03-01,1.9624100485077633
213,2013-03-08,1.9624100485077633
214,2013-03-15,1.9624100485077633
215,2013-03-22,1.9624100485077633
216,2013-03-29,1.9624100485077633
217,2013-04-05,1.9624100485077633
218,2013-04-12,1.9624100485077633
219,2013-04-19,1.9624100485077633
220,2013-04-26,1.9624100485077633
221,2013-05-03,1.9624100485077633
222,2013-05-10,1.9624100485077633
223,2013-05-17,1.9624100485077633
224,2013-05-24,1.9624100485077633
225,2013-05-31,1.9624100485077633
226,2013-06-07,1.9624100485077633
227,2013-06-14,1.9624100485077633
228,2013-06-21,1.9624100485077633
229,2013-06-28,1.9624100485077633
230,2013-07-05,1.9624100485077633
231,2013-07-12,1.9624100485077633
232,2013-07-19,1.9624100485077633
233,2013-07-26,1.9624100485077633
234,2012-11-02,1.9624100485077633
235,2012-11-09,1.9624100485077633
236,2012-11-16,1.9624100485077633
237,2012-11-23,1.9624100485077633
238,2012-11-30,1.9624100485077633
239,2012-12-07,1.9624100485077633
240,2012-12-14,1.9624100485077633
241,2012-12-21,1.9624100485077633
242,2012-12-28,1.9624100485077633
243,2013-01-04,1.9624100485077633
